LAST UPDATED,FREQUENCY,PERIOD BEGIN,PERIOD END,REGION TYPE,REGION NAME,PRICE BUCKET,MEDIAN SALE PRICE ($),MEDIAN DAYS ON MARKET (DAYS),ACTIVE LISTINGS,PENDING SALES
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Missouri,Luxury,905559,43,1630,1081
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Missouri,Luxury,907594,44,1504,865
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Missouri,Non-Luxury,297005,16,6233,6931
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Missouri,Non-Luxury,294522,15,6079,7044
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Missouri,Non-Luxury,291865,19,5882,7026
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Missouri,Non-Luxury,288894,27,5488,6458
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Missouri,Non-Luxury,288564,35,5215,5841
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Montana,Luxury,1722360,91,609,244
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Montana,Luxury,1813517,120,565,205
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Montana,Luxury,2040253,169,502,162
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Montana,Luxury,2023776,190,453,126
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Montana,Luxury,2525309,155,425,115
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Montana,Non-Luxury,523224,58,1476,1245
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Montana,Non-Luxury,525969,61,1387,1109
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Montana,Non-Luxury,538783,76,1292,976
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Montana,Non-Luxury,539172,93,1204,894
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Montana,Non-Luxury,523551,104,1122,779
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Nebraska,Luxury,844415,44,623,337
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Nebraska,Luxury,833480,55,639,347
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Nebraska,Luxury,837184,71,608,306
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Nebraska,Luxury,824931,94,548,248
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Nebraska,Luxury,866917,84,499,207
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Nebraska,Non-Luxury,308915,15,1522,1667
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Nebraska,Non-Luxury,308319,16,1528,1833
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Nebraska,Non-Luxury,308200,22,1541,1930
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Nebraska,Non-Luxury,307432,29,1496,1864
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Nebraska,Non-Luxury,305303,37,1460,1656
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Nevada,Luxury,1810005,66,1603,651
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Nevada,Luxury,1856978,70,1609,703
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Nevada,Luxury,1894909,87,1604,715
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Nevada,Luxury,1891751,105,1541,693
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Nevada,Luxury,1818317,117,1485,666
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Nevada,Non-Luxury,460000,45,4889,3639
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Nevada,Non-Luxury,459984,45,4829,3789
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Nevada,Non-Luxury,459472,48,4700,3815
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Nevada,Non-Luxury,457303,54,4533,3778
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Nevada,Non-Luxury,455308,62,4389,3549
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,New Hampshire,Luxury,1549450,36,568,360
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,New Hampshire,Luxury,1522807,41,520,353
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,New Hampshire,Luxury,1539817,46,450,299
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,New Hampshire,Luxury,1529031,62,387,250
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,New Hampshire,Luxury,1549225,68,355,192
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,New Hampshire,Non-Luxury,523157,34,1694,1723
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,New Hampshire,Non-Luxury,521648,33,1564,1697
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,New Hampshire,Non-Luxury,520744,36,1347,1452
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,New Hampshire,Non-Luxury,519626,39,1127,1237
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,New Hampshire,Non-Luxury,522138,47,1003,1000
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,New Jersey,Luxury,1929666,24,2315,1358
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,New Jersey,Luxury,1924847,23,2263,1401
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,New Jersey,Luxury,1901873,29,2067,1300
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,New Jersey,Luxury,1939305,39,1779,1026
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,New Jersey,Luxury,1947832,52,1558,795
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,New Jersey,Non-Luxury,578332,35,10254,8937
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,New Jersey,Non-Luxury,574184,37,9873,9034
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,New Jersey,Non-Luxury,573139,43,9073,8262
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,New Jersey,Non-Luxury,573052,51,8108,7164
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,New Jersey,Non-Luxury,569277,57,7413,6162
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,New Mexico,Luxury,942834,63,920,374
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,New Mexico,Luxury,937757,59,879,369
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,New Mexico,Luxury,917992,77,809,343
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,New Mexico,Luxury,934248,79,737,290
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,New Mexico,Luxury,940770,94,704,270
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,New Mexico,Non-Luxury,348224,41,2560,1915
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,New Mexico,Non-Luxury,346641,41,2581,2018
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,New Mexico,Non-Luxury,347378,44,2540,1992
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,New Mexico,Non-Luxury,345874,54,2420,1891
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,New Mexico,Non-Luxury,346080,62,2316,1753
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,New York,Luxury,2599694,39,5320,2400
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,New York,Luxury,2774170,53,5218,2370
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,New York,Luxury,3097394,74,4811,2139
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,New York,Luxury,3100820,87,4337,1807
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,New York,Luxury,3073841,82,4036,1521
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,New York,Non-Luxury,660000,25,13543,11943
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,New York,Non-Luxury,661450,28,12994,11440
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,New York,Non-Luxury,664870,35,11861,10102
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,New York,Non-Luxury,667947,42,10534,8502
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,New York,Non-Luxury,665914,41,9756,7463
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,North Carolina,Luxury,1381186,50,5907,2718
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,North Carolina,Luxury,1372018,47,5884,2895
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,North Carolina,Luxury,1360809,55,5555,2928
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,North Carolina,Luxury,1341267,69,4960,2513
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,North Carolina,Luxury,1344384,86,4425,2157
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,North Carolina,Non-Luxury,386781,53,20043,12823
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,North Carolina,Non-Luxury,386785,52,19903,13613
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,North Carolina,Non-Luxury,385000,59,19212,14106
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,North Carolina,Non-Luxury,383637,72,18001,13139
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,North Carolina,Non-Luxury,382049,82,16766,11784
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,North Dakota,Luxury,831111,60,298,131
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,North Dakota,Luxury,835256,46,294,142
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,North Dakota,Luxury,816515,88,270,124
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,North Dakota,Luxury,812946,119,241,112
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,North Dakota,Luxury,776846,146,221,81
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,North Dakota,Non-Luxury,314072,28,626,673
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,North Dakota,Non-Luxury,316218,27,628,704
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,North Dakota,Non-Luxury,313251,36,600,684
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,North Dakota,Non-Luxury,312712,44,537,587
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,North Dakota,Non-Luxury,304551,57,490,499
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Ohio,Luxury,850000,38,3867,2717
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Ohio,Luxury,843573,39,3671,2720
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Ohio,Luxury,831260,42,3309,2556
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Ohio,Luxury,817556,50,2850,2121
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Ohio,Luxury,815662,60,2502,1679
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Ohio,Non-Luxury,261020,35,11909,12894
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Ohio,Non-Luxury,259400,36,11398,13008
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Ohio,Non-Luxury,259342,37,10685,12641
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Ohio,Non-Luxury,259230,43,9798,11284
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Ohio,Non-Luxury,258588,49,9133,9928
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Oklahoma,Luxury,826014,40,1750,793
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Oklahoma,Luxury,809397,44,1731,874
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Oklahoma,Luxury,814801,62,1646,866
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Oklahoma,Luxury,811284,80,1535,798
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Oklahoma,Luxury,821459,91,1421,639
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Oklahoma,Non-Luxury,260231,33,5246,4097
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Oklahoma,Non-Luxury,260235,36,5187,4330
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Oklahoma,Non-Luxury,261045,45,5051,4365
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Oklahoma,Non-Luxury,260883,55,4881,4291
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Oklahoma,Non-Luxury,260836,63,4780,3979
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Oregon,Luxury,1373786,28,2038,928
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Oregon,Luxury,1353315,28,1911,955
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Oregon,Luxury,1315520,37,1735,876
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Oregon,Luxury,1304474,64,1556,749
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Oregon,Luxury,1329303,94,1399,604
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Oregon,Non-Luxury,520933,25,5370,4548
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Oregon,Non-Luxury,519259,25,5238,4655
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Oregon,Non-Luxury,517815,30,4920,4423
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Oregon,Non-Luxury,517539,43,4540,4033
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Oregon,Non-Luxury,515764,56,4224,3629
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Pennsylvania,Luxury,994052,35,3651,2222
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Pennsylvania,Luxury,997295,36,3583,2351
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Pennsylvania,Luxury,993685,43,3276,2199
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Pennsylvania,Luxury,986959,54,2878,1806
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Pennsylvania,Luxury,978439,64,2575,1436
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Pennsylvania,Non-Luxury,299069,29,12277,11923
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Pennsylvania,Non-Luxury,297524,31,11833,12066
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Pennsylvania,Non-Luxury,295744,34,11059,11642
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Pennsylvania,Non-Luxury,293645,40,10068,10329
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Pennsylvania,Non-Luxury,291923,44,9481,9015
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Rhode Island,Luxury,1669781,28,476,278
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Rhode Island,Luxury,1709567,28,429,252
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Rhode Island,Luxury,1791999,38,361,206
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Rhode Island,Luxury,1790355,60,301,149
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Rhode Island,Luxury,1846543,76,269,111
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Rhode Island,Non-Luxury,519960,24,949,1066
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Rhode Island,Non-Luxury,517367,24,907,1081
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Rhode Island,Non-Luxury,516667,29,831,984
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Rhode Island,Non-Luxury,513304,34,728,787
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Rhode Island,Non-Luxury,509890,38,654,641
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,South Carolina,Luxury,1272546,64,3194,1452
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,South Carolina,Luxury,1333549,65,3170,1497
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,South Carolina,Luxury,1395962,69,3057,1499
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,South Carolina,Luxury,1421202,78,2844,1441
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,South Carolina,Luxury,1496776,87,2636,1297
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,South Carolina,Non-Luxury,350189,70,12786,7981
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,South Carolina,Non-Luxury,349670,73,13164,8487
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,South Carolina,Non-Luxury,349641,78,13022,8702
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,South Carolina,Non-Luxury,346101,86,12449,8159
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,South Carolina,Non-Luxury,342914,92,11709,7454
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,South Dakota,Luxury,857605,56,420,213
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,South Dakota,Luxury,845727,69,408,205
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,South Dakota,Luxury,862625,100,377,172
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,South Dakota,Luxury,902753,135,338,141
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,South Dakota,Luxury,934962,144,307,115
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,South Dakota,Non-Luxury,336964,40,986,760
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,South Dakota,Non-Luxury,337764,42,942,758
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,South Dakota,Non-Luxury,337957,47,914,782
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,South Dakota,Non-Luxury,337103,59,845,748
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,South Dakota,Non-Luxury,333943,68,803,680
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Tennessee,Luxury,1427583,62,4250,1884
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Tennessee,Luxury,1399414,65,4151,1975
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Tennessee,Luxury,1363006,80,3875,1926
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Tennessee,Luxury,1321507,100,3498,1616
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Tennessee,Luxury,1376496,115,3209,1351
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Tennessee,Non-Luxury,381853,57,13301,8157
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Tennessee,Non-Luxury,382983,58,13188,8579
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Tennessee,Non-Luxury,382909,64,12826,8768
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Tennessee,Non-Luxury,380558,75,12098,8246
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Tennessee,Non-Luxury,375441,82,11430,7442
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Texas,Luxury,1299196,47,14313,6181
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Texas,Luxury,1306105,43,14162,6612
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Texas,Luxury,1306917,48,13476,6422
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Texas,Luxury,1291241,61,12306,5674
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Texas,Luxury,1274060,79,11215,4718
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Texas,Non-Luxury,343629,56,51901,29750
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Texas,Non-Luxury,343976,58,51599,31277
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Texas,Non-Luxury,344998,67,50734,32114
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Texas,Non-Luxury,343670,79,48955,30893
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Texas,Non-Luxury,342089,88,46936,28100
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Utah,Luxury,1568491,46,1685,711
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Utah,Luxury,1561419,47,1638,749
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Utah,Luxury,1554991,63,1540,699
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Utah,Luxury,1571339,77,1421,628
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Utah,Luxury,1579742,99,1316,577
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Utah,Non-Luxury,521640,40,5038,3472
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Utah,Non-Luxury,521067,39,4987,3618
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Utah,Non-Luxury,520906,40,4803,3742
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Utah,Non-Luxury,517825,47,4577,3720
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Utah,Non-Luxury,517947,56,4383,3543
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Vermont,Luxury,1379880,37,264,114
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Vermont,Luxury,1500517,61,237,98
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Vermont,Luxury,1524537,94,207,80
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Vermont,Luxury,1555774,133,187,60
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Vermont,Luxury,1592024,145,178,49
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Vermont,Non-Luxury,446938,47,731,604
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Vermont,Non-Luxury,444268,58,659,550
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Vermont,Non-Luxury,442272,67,578,493
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Vermont,Non-Luxury,433731,81,508,399
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Vermont,Non-Luxury,435287,77,466,345
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Virginia,Luxury,1576555,26,2684,1599
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Virginia,Luxury,1633934,22,2696,1808
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Virginia,Luxury,1611915,23,2518,1798
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Virginia,Luxury,1602562,33,2183,1546
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Virginia,Luxury,1495604,47,1846,1243
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Virginia,Non-Luxury,420633,28,9536,9325
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Virginia,Non-Luxury,418500,26,9290,9852
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Virginia,Non-Luxury,416853,27,8770,9908
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Virginia,Non-Luxury,411222,32,7959,8891
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Virginia,Non-Luxury,407772,39,7344,7898
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Washington,Luxury,1904909,19,3307,1513
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Washington,Luxury,1958146,17,3073,1569
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Washington,Luxury,1955513,15,2714,1440
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Washington,Luxury,1875948,26,2280,1200
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Washington,Luxury,1780465,41,1938,991
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Washington,Non-Luxury,599623,18,9954,7837
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Washington,Non-Luxury,601209,16,9374,8220
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Washington,Non-Luxury,599438,17,8572,8197
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Washington,Non-Luxury,597924,25,7598,7505
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Washington,Non-Luxury,595020,37,6853,6643
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,West Virginia,Luxury,653073,55,364,237
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,West Virginia,Luxury,664493,60,355,246
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,West Virginia,Luxury,656702,86,331,238
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,West Virginia,Luxury,654122,102,290,200
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,West Virginia,Luxury,638457,113,266,154
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,West Virginia,Non-Luxury,237829,45,1279,1187
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,West Virginia,Non-Luxury,241437,47,1310,1221
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,West Virginia,Non-Luxury,244953,54,1283,1264
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,West Virginia,Non-Luxury,238298,63,1215,1122
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,West Virginia,Non-Luxury,227511,68,1170,1013
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Wisconsin,Luxury,972629,60,1832,1167
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Wisconsin,Luxury,972616,60,1744,1128
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Wisconsin,Luxury,955231,63,1569,1047
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Wisconsin,Luxury,953876,79,1362,845
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Wisconsin,Luxury,947404,97,1195,663
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Wisconsin,Non-Luxury,339580,40,5500,5661
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Wisconsin,Non-Luxury,339039,40,5284,5676
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Wisconsin,Non-Luxury,337431,41,4819,5296
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Wisconsin,Non-Luxury,333881,47,4288,4632
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Wisconsin,Non-Luxury,332089,52,3869,4073
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Wyoming,Luxury,916951,53,268,129
2026-08-15,Rolling 3 months,2026-04-01,2026-06-30,State,Wyoming,Luxury,900320,56,254,108
2026-08-15,Rolling 3 months,2026-03-01,2026-05-31,State,Wyoming,Luxury,877880,62,236,79
2026-08-15,Rolling 3 months,2026-02-01,2026-04-30,State,Wyoming,Luxury,878336,98,221,77
2026-08-15,Rolling 3 months,2026-01-01,2026-03-31,State,Wyoming,Luxury,980558,124,213,71
2026-08-15,Rolling 3 months,2026-05-01,2026-07-31,State,Wyoming,Non-Luxury,361847,27,578,618
